customer_id,name,email,phone,gender,age,city,state,signup_date
4d4ca992-76c8-4dc2-8d27-b841dda9227b,Tyler Martinez,aaroncampbell@gmail.com,787.621.3125x170,Female,46,Janethaven,Washington,2024-06-03
b56b35a4-63e3-4ec0-8629-b7583ea6b45c,Stacy Castillo,john57@gmail.com,355.954.5421x45035,Female,41,Jacobstad,Virginia,2024-11-29
dca98c43-3d70-4cf5-8006-27dbfc660edc,Tyler Morgan,gregorymorales@yahoo.com,584.496.1427x80090,Male,33,Lydiaside,New York,2023-11-18
bdd7c0aa-cfef-47c2-9fd9-97c293ee6ca5,Rachel Howard,moralesjeremy@bradley.info,047-542-0008x119,Female,56,Samuelburgh,Michigan,2025-05-04
dfa64633-10ce-41eb-aae8-e3c8e33fb8bf,David Barton,connorheath@hernandez-guzman.com,+1-915-889-6135x50523,Male,59,North Tiffanyport,New Mexico,2025-08-05
845bb545-d082-4f5b-b22e-97f2df1677c2,David Compton,pdrake@anderson.info,001-528-804-4516,Female,48,Taylorchester,New Mexico,2024-12-03
6a322595-b992-4abe-9f0a-4f2b96e16343,Amy Garcia,johnsonjoseph@hill-ward.com,+1-515-863-6860x35382,Male,48,New James,Utah,2024-05-03
55a53311-adaf-471e-8ec1-eaa9217730f3,Andrea Davis,hendersonsarah@yahoo.com,001-145-343-6471,Male,48,West Amber,Georgia,2024-04-10
374f68a4-3cbc-4e60-8dec-1bff2dfcec88,Charles Murphy,monica92@cole.com,001-561-474-0138x94187,Male,38,Anneport,Wyoming,2024-11-02
71b2dac2-b3a2-47ac-a702-aac3f95730ff,Jill Bradley,bryantderrick@yahoo.com,001-177-427-6361,Male,45,East Elizabethfort,Florida,2024-05-29
5e7a2b3e-afac-45a9-bfd2-8e0ce804aa78,Maria Gomez,mathissuzanne@hughes.net,(552)241-5502x7444,Female,31,North Mariaborough,Minnesota,2025-02-26
6078105f-da69-43c5-bc07-9c295825cf83,Paula Mendoza,mikegregory@howe.biz,665-082-0450x405,Male,33,Batesview,North Dakota,2024-04-08
e4d69a69-b0b8-430d-976c-de467dab015a,Michael Anderson,courtney08@gmail.com,+1-160-638-6430,Female,32,Lake Richard,Maryland,2025-10-23
36054233-26c8-40ff-9d22-84caf7ad43bc,Laurie Johnson,selenaramos@gmail.com,(742)408-3594x89094,Female,27,Lake Marymouth,Arizona,2025-02-23
108066d2-6efa-4ff6-9a0c-7dc36af0070f,William Kim,grodriguez@robinson-williams.com,(405)389-5018x134,Female,57,Davidland,South Carolina,2023-12-18
c381fa47-bd29-4de3-829e-a94d6ac40b46,Shelby George,whiteryan@rodriguez.com,6812376943,Male,56,Michaelfort,Florida,2024-02-05
cdda952a-85c8-4877-b043-514046074892,Carl Evans,brittany90@yahoo.com,(261)026-1304,Female,25,Mcdanielside,Alaska,2025-05-01
56757ed6-97ec-4c17-8fad-8e5f72c936d9,Victoria Crawford,adrian69@yahoo.com,(462)418-0727x1572,Female,58,New Adambury,Maryland,2024-05-11
ed885d9d-9e35-4232-bddf-8e9832c763e9,Sara Macdonald,thomasjacob@chase-russell.com,193-558-9499,Male,43,Nicolefurt,Hawaii,2023-12-01
9bd368a4-bf60-453f-a5ce-810e76ae6797,Joseph Ball,murphyjennifer@ramos.biz,001-604-826-5168x468,Female,19,Toddfort,Mississippi,2025-06-05
a2a5f862-2063-4181-ae87-8a3ab5e029ed,Dominique Medina,jamielang@rivas-brown.com,665.169.3115x1731,Male,36,Kathrynshire,Montana,2025-06-09
ddad595c-f9b8-48f5-b9f4-d979705ff180,Kevin Donovan,sparksjoshua@melendez-white.com,242.005.1619,Female,53,East David,North Carolina,2025-06-29
17530a6e-e466-4390-a522-d0c4b4825312,Julie Pham,framirez@gmail.com,001-534-968-6875x0004,Male,33,Leahmouth,New Jersey,2024-09-20
e39050ae-6d79-464f-a01e-5b1cbc830dcc,Ryan Sanders DDS,wyatt32@gmail.com,+1-473-099-1341x082,Male,26,Lisachester,Mississippi,2025-08-16
78c255f7-bbb2-400b-8447-d796deee93c1,Connor Garner,tiffany09@mann.com,+1-521-338-1711x0009,Male,18,Teresatown,North Dakota,2024-12-27
3377b3f9-5f62-40f9-9852-fb0e2578c03f,Anthony Bradford,charles75@yahoo.com,+1-851-592-4989,Male,45,Richardside,Delaware,2024-02-18
b4f1e211-57fb-4403-8b92-13ffffcc0c13,Rebecca Lewis,davidgarrett@lee.org,001-425-156-2575x28180,Female,30,East John,Washington,2023-12-13
d2e5ab05-86fb-40b6-ba24-7b6d41f650dc,Kimberly Welch,shunter@lewis.org,303-678-8350x47431,Male,25,Port Luis,South Carolina,2025-07-13
ac6f6504-eac2-4b5d-9ef6-a17539ecaf0f,Miguel Boyd,scottaustin@davis-farley.com,(571)147-4535,Male,42,Vincentstad,Maryland,2024-10-09
58251612-7861-4774-8cf3-325744021066,Bianca Baker,davidroberts@hotmail.com,176.060.4584,Male,37,New Mark,South Carolina,2025-07-24
